SDG 2 — Zero Hunger 

BSIT 0882 | Vet plaza: a mobile based application for veterinary appointment
BSIT 0909 | Data-driven farm management: designing a web-based pig farm management system with advanced analytics
BSIT 1001 | Weather analytics for sustainable crop production design and development of farmwise, an SMS-based crop management system for enhanced yield and efficiency
BSIT 1004 | Data-driven animals management system : A web-based solution for the office of the city veterinary and agricultural service’s livestock dispersal program
BSIT 1107 | Solar-powered IoT automatic watering system with soil monitoring for fruit-bearing plants in Betchay’s garden
BSIT 1115 | Optimizing pet care, revolutionizing service management with a mobile app for petaholic veterinary clinic featuring inventory mangement and appointment scheduling
BSIT 1166 | PAWS: Pet Analytics and Wellness System A Data-Driven Healthcare Insight Platform for Bath and Bark Grooming and Veterinary Services

SDG 16 — Peace, Justice and Strong Institutions

BSIT 0249 | Wireless Lan administration: a student monitoring and access control system of Fame Academy of Science and Technology
BSIT 0429 | Document repository for Batangas police provincial office
BSIT 0439 | Document tracking system for Community Environment and Natural Resources (CENRO) Lipa City
BSIT 0448 | Document tracking system for the municipal government of Taal
BSIT 0493 | Automated police clearance for Alitagtag municipal police station
BSIT 0519 | Document tracking system using QR-code for Provincial Assessor's Office in Batangas Province
BSIT 0553 | RFID based access control monitoring system with SMS notification for Fernando Air Base Integrated National High School.
BSIT 0573 | Centralized document repository system for College of Informatics and Computing Sciences
BSIT 0585 | Web based police clearance and records management system in Batangas City Police Station
BSIT 0593 | Crime mapping management system
BSIT 0717 | Fake news detection using sentiment analysis
BSIT 0728 | Online document tracking system of Soro-Soro Ibaba development corporation with data analytics
BSIT 0742 | Web-based legal consultation and appointment system
BSIT 0956 | Design and development of an IOT-based for network security using raspberry Pi
BSIT 0957 | Web content filtering system for parental control on a home network with advanced firewall and DNS filtering technologies using raspberry Pi
BSIT 0974 | Bauan Dot: An online document tracking system for The Municpality of Bauan
BSIT 0990 | Puerto Galera National High School Student services system: Document tracking and appointment scheduling with emailing services
BSIT 1101 | Streamlining Payroll Processing for Police Officers: Integrating Attendance Tracking with HR Systems in Police Hotline Movement Incorporated at San Jose Batangas
BSIT 1144 | Design and development of an IoT firewall using Raspberry Pi For Lemery Senior High School
BSIT 1146 | Real-time POE network based vehicle access control system using image processing and optical character recognition (OCR) for automated plate number detection in Batangas State University - Alangilan Campus
BSIT 1173 | PiFiBantay: Enhanced Network Security with Raspberry Pi-Based for Intrusion Detection and Prevention with Web-Based Monitoring Dashboard for NBM Accounting & Auditing Services


SDG 17 — Partnerships for the Goals

BSIT 0982 | A web-based sustainable development goals monitoring system phase 1 for the sustainable development office of Batangas State University
